1210232016,0000000454
0112005047,0000000042
1212008096,0000000154
0813157016,0000000198
0813214918,0000000204
0113209003,0000001980
1013023028,0000002242
0813007002,0000001433
0111000820,0000001519
1013003054,0000000946
8020606957,0000000963
1013014127,0000000969
1013014033,0000000988
0813008129,0000000988
0111007318,0000001007
0110007135,0000001062
0811214913,0000000736
0812005026,0000001085
0111007318,0000001095
0811014033,0000001900
8000705890,0000001913
0813019026,0000002188
0913007901,0000001194
1013003014,0000000806
0809020004,0000000818
0812005026,0000001219
1211013004,0000003373
0110203122,0000002248
0112203177,0000002247
73030257,0000002895
8020606868,0000002941
1013014106,0000002292
0110210045,0000002242
0110210251,0000002334
1211009018,0000002598
71025082,0000002598
0813010913,0000002598
8820919270,0000002981
70025955,0000002725
19818128,0000002728
0813005027,0000003928
0112013006,0000004775
1913004002,0000004775
0105207079,0000004775
0112013011,0000004775
0112013016,0000004780
0111206258,0000005435
0111206298,0000005435
1209008077,0000004954
0812005010,0000003488
0813017918,0000065012
1013002115,0000005023
0112203249,0000003940
39902Q05,0000004410
1211011042,0000005091
0813008939,0000004483
1210232016,0000005145
0112001032,0000005153
0112000836,0000005153
0112001093,0000005153
0112001032,0000005153
0112001111,0000005209
0112001085,0000005209
0112001112,0000005209
0112207005,0000005209
0812013006,0000003665
0112013009,0000003665
0813005027,0000004157
1211006003,0000005849
0811232042,0000006336
19701008,0000005906
0813005026,0000006966
0113214069,0000005467
0113214049,0000005467
03025317,0000007010
1013231022,0000006437
0813014008,0000006437
1013002006,0000006437
1013002037,0000006437
0812010933,0000007028
0812010002,0000007028
0113214045,0000005963
8025006172,0000007070
0113011071,0000007083
0102005049,0000006474
69702136,0000007194
0113209014,0000007238
0112214073,0000007243
0112005016,0000005559
0111000689,0000007247
69818141,0000006074
1211005011,0000006544
5313203005,0000006566
0111005074,0000006123
0113209025,0000006123
0111206107,0000007298
1211204013,0000006136
4413231001,0000006646
0113206105,0000007319
0813231016,0000007319
0110203267,0000005733
0110009024,0000005733
0812005009,0000006663
0110013033,0000006667
0811013026,0000006667
0813019026,0000007329
0812010013,0000006227
0111206212,0000007355
1212231003,0000008861
1210007004,0000007992
1212005006,0000008988
0112013001,0000008990
0112207074,0000011247
1013009041,0000007449
0111001008,0000008186
69904153,0000007492
71401281,0000008254
0112000721,0000008296
1209024001,0000008301
0113203266,0000010088
0813011914,0000007534
60011149,0000007547
0113209120,0000008343
0113209126,0000008343
0112206235,0000010116
0113001062,0000007714
0112207044,0000008444
90008003,0000010225
3002225043,0000008501
1103010012,0000008516
1013006002,0000005732
1211214037,0000011101
0112009022,0000008561
0112025002,0000008561
0112001029,0000008561
0112207074,0000008563
5313209001,0000008563
8000705890,0000010629
0111000819,0000008626
8000506312,0000008736
03027288,0000008800
0110011024,0000012164
0111203186,0000012567
1210006005,0000011719
03025317,0000012362
0111011037,0000012624
0112203249,0000011500
10204117,0000012456
0813006002,0000011987
70025386,0000011680
0112007147,0000013581
1013014116,0000013583
1013014116,0000013585
8023100076,0000013496
69918150,0000013017
1212231003,0000014277
1212009009,0000013859
8023105048,0000014286
0112210008,0000014288
0811013002,0000014499
0110009003,0000247324
0811214009,0000014085
0111206049,0000014306
0112007147,0000014315
0112007137,0000014315
1013002057,0000014320
1213006005,0000014320
1013038106,0000014320
1213231032,0000014320
1213231031,0000014320
0113210163,0000014126
1013002115,0000014331
1013009003,0000014355
1013002077,0000014355
0113214018,0000013697
1013002115,0000014360
0813214024,0000013728
20104040,0000013939
0812231035,0000014174
0112001111,0000008561
0112001065,0000008561
0112001056,0000008561
0112001121,0000008561
39813Q03,0000013954
0112203169,0000013970
03025317,0000013784
03025317,0000013786
0113207015,0000013810
0112013023,0000013812
0110007137,0000014245
1212231003,0000014463
1211214002,0000013989
0111000829,0000013991
1013004049,0000014246
0812231031,0000014248
0813231011,0000014248
0813231012,0000014248
1212231003,0000014466
0812231036,0000014472
0811010053,0000014476
0110000665,0000013999
0813214003,0000014726
0813013010,0000014727
0813013033,0000014729
0110214072,0000014752
0113209054,0000015487
71401281,0000015673
0113214017,0000014543
0113001058,0000015328
0110009024,0000014871
0111214043,0000014586
0112001021,0000015360
0112030004,0000015362
0112000837,0000014606
0111214019,0000014618
0111214061,0000014618
0111214067,0000014618
0111214075,0000014619
0111214061,0000014619
0111214019,0000014619
0812008062,0000014619
0111214045,0000014619
1212231010,0000014623
0811214928,0000014247
10011097,0000015574
0109001072,0000015414
0111210193,0000015415
0103000977,0000015432
0113207019,0000015603
0812001043,0000015611
1211214028,0000014694
0113214056,0000014700
0113214056,0000014701
0813009927,0000014704
0111013010,0000014713
0811214061,0000016626
1213232027,0000015936
0110210236,0000015990
0812010002,0000016002
0813010041,0000016002
0813010023,0000016008
0111206007,0000104066
0111013006,0000016471
1212002020,0000016486
0112210038,0000016289
0111207054,0000016289
0110210134,0000016290
0112210122,0000016293
1211006032,0000016304
30105706,0000016512
0110210233,0000015805
0110011040,0000015805
0112210228,0000005923
0113000333,0000016545
0111210094,0000015805
80005T0135,0000003227
0113210062,0000015823
0111206212,0000016889
0113203127,0000017212
0110204034,0000017217
1210022003,0000017219
8800709917,0000017832
0113210087,0000016704
1205019044,0000017001
0812005001,0000017009
0111206292,0000017010
0111206212,0000017010
0813005032,0000017357
1013011065,0000016756
0113207079,0000016779
0813157008,0000017062
0112013003,0000017471
0111007144,0000017578
0111007139,0000017578
0113207024,0000016837
0812214022,0000019837
0112000632,0000020045
0111207083,0000019208
0813023928,0000018679
72257372,0000020453
69918150,0000013279
03027288,0000020700
0104206222,0000020309
0113011015,0000020313
0113210222,0000020139
0113210073,0000020139
72410385,0000020516
0112207014,0000015553
0112203198,0000020254
1013002109,0000021629
0813234002,0000021629
0113000379,0000021473
0113000315,0000021473
0113000819,0000021473
0113000630,0000021473
03027288,0000021018
20104040,0000021546
1013038120,0000021378
0813004022,0000021378
20104040,0000021555
0813234082,0000021219
0113203293,0000021417
1211011026,0000022171
1211003011,0000021803
8023100076,0000022176
0813002026,0000021812
0112001108,0000022192
1013013012,0000021638
1013013006,0000021638
0112005029,0000021642
0812157017,0000021650
1209024001,0000021657
0812010939,0000021676
0812010939,0000021677
0113207019,0000021684
1013002038,0000389380
0112009034,0000021852
1013023087,0000021701
0812006005,0000021859
0113000354,0000021883
1212231022,0000021900
0105206031,0000021735
0110203088,0000022118
1013014058,0000021777
0813002033,0000010044
0813008116,0000021783
0111203209,0000247328
88060008,0000023165
88060008,0000022890
59911006,0000022565
88060008,0000022616
71104544,0000022652
71104544,0000023362
30210005,0000022771
1302019010,0000023830
0111005030,0000023853
2011157005,0000023928
70025386,0000025073
60006146,0000024735
1013002078,0000025146
75112462,0000026076
0112207087,0000026416
0812004061,0000056335
0811214926,0000446304
1013013041,0000476492
1913002001,0000026087
0110005037,0000406733
39504P0396,0000025661
0113203046,0000031247
1213014012,0000025680
4413007002,0000399315
0113000360,0000009337
0111203054,0000469912
0110001032,0000025886
60016110,0000008890
0111207066,0000026332
0813232065,0000481743
0113000408,0000025504
3712204098,0000525241
0812011038,0000627437
1213013018,0000006626
0112001017,0000006972
0112214038,0000582058
1013002103,0000027954
0813006932,0000028247
